Instance, N, M, density %, max_deg, mean_deg, sd_deg, n_neg %, n_zero %, n_pos %, max_precision, mean_w, sd_w,interesting,toroidal
g001705,5252,3654050,26.500,1505.000,1391.489,31.952,0.000,0,100.000,12,40.778,14.567,1,
g001706,2229,104763,4.219,112.000,94.000,5.133,0.000,0,100.000,12,6.055,2.814,1,
g001707,1600,12869,1.006,32.000,16.086,4.012,0.000,0,100.000,1,2.342,1.242,1,
g001708,597,2372,1.333,596.000,7.946,48.174,1.265,0,98.735,14,40.322,23.701,1,
g001709,119,206,2.934,5.000,3.462,0.683,0.000,0,100.000,6,24776.859,43027.260,1,
g001710,640,40896,20.000,162.000,127.800,10.202,0.000,0,100.000,3,102.393,17.518,1,
g001711,732,657,0.246,27.000,1.795,2.458,12.633,1,85.997,2,25.566,17.246,1,
g001713,977,237702,49.856,933.000,486.596,208.152,1.346,0,98.654,16,35.046,20.743,1,
g001714,320,480,0.940,10.000,3.000,1.684,0.000,0,100.000,3,121.671,46.757,1,
g001715,1000,3000,0.601,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g001716,500,714,0.572,4.000,2.856,0.756,0.000,0,100.000,3,86.787,67.691,1,
g001717,50,111,9.061,9.000,4.440,2.255,43.243,0,56.757,2,49.739,28.794,1,
g001718,320,1845,3.615,23.000,11.531,3.332,0.000,0,100.000,3,121.641,44.955,1,
g001719,26,130,40.000,10.000,10.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001720,648,1296,0.618,4.000,4.000,0.000,0.000,0,100.000,12,48.815,5.206,1,1
g001721,3085,1404150,29.517,3084.000,910.308,890.977,0.000,0,100.000,16,11.149,8.338,1,
g001722,3372,5213,0.092,4.000,3.092,0.695,0.000,0,100.000,2,8.706,3.987,1,
g001723,320,10208,20.000,90.000,63.800,7.335,0.000,0,100.000,3,105.209,24.015,1,
g001724,100,3907,78.929,87.000,78.140,4.567,50.064,0,49.936,2,25.664,14.442,,
g001725,100,4897,98.929,99.000,97.940,1.018,48.540,0,51.460,2,25.498,14.606,,
g001726,1124,344326,54.557,664.000,612.680,16.128,22.697,0,77.303,16,16.601,12.040,1,
g001727,269,399,1.107,4.000,2.967,0.829,0.000,0,100.000,2,6.697,4.291,1,
g001728,125,6961,89.819,120.000,111.376,3.244,0.000,0,100.000,1,1.000,0.000,,
g001729,1250,2340,0.300,8.000,3.744,3.828,0.000,0,100.000,5,1481.624,3137.367,1,
g001730,286,3630,8.907,30.000,25.385,5.705,4.298,0,95.702,15,30.621,18.764,1,
g001731,1000,49500,9.910,139.000,99.000,9.571,49.915,0,50.085,3,50.409,28.782,1,
g001732,40,240,30.769,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001733,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,102.310,17.367,1,
g001734,100,2475,50.000,62.000,49.500,4.482,0.000,0,100.000,2,5.518,2.844,,
g001735,190,3249,18.095,36.000,34.200,5.400,0.000,0,100.000,14,0.330,0.146,1,
g001736,128,448,5.512,7.000,7.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001737,952,430370,95.072,926.000,904.139,6.886,0.000,0,100.000,16,17.087,10916.485,1,
g001738,320,480,0.940,14.000,3.000,1.645,0.000,0,100.000,3,106.660,26.576,1,
g001739,1000,13500,2.703,27.000,27.000,0.000,0.000,0,100.000,3,115.540,30.136,1,
g001740,160,12720,100.000,159.000,159.000,0.000,0.000,0,100.000,3,114.546,37.460,1,
g001741,400,760,0.952,4.000,3.800,0.424,0.000,0,100.000,2,13.011,15.055,1,
g001742,160,812,6.384,18.000,10.150,2.956,0.000,0,100.000,3,129.470,50.815,,
g001743,814,7326,2.214,28.000,18.000,2.595,0.000,0,100.000,13,0.642,0.124,1,
g001744,720,1440,0.556,4.000,4.000,0.000,14.306,2,83.333,2,15.697,10.875,1,1
g001745,603,1207,0.665,11.000,4.003,1.022,0.000,0,100.000,6,12680.587,33253.952,1,
g001746,50,100,8.163,10.000,4.000,1.970,0.000,0,100.000,2,6.060,2.867,1,
g001747,200,5880,29.548,72.000,58.800,5.914,49.541,0,50.459,2,25.535,14.338,,
g001748,495,5940,4.858,32.000,24.000,5.908,0.000,0,100.000,12,1.345,0.465,1,
g001749,6681,487713,2.186,178.000,146.000,7.347,0.000,0,100.000,1,4.000,0.000,1,
g001750,574,1165,0.708,5.000,4.059,0.693,0.000,0,100.000,6,23531.583,42384.157,1,
g001751,640,40896,20.000,155.000,127.800,9.769,0.000,0,100.000,3,149.063,61.309,1,
g001752,2000,5725,0.286,14.000,5.725,5.972,0.000,0,100.000,6,2586.026,14372.278,1,
g001753,70,223,9.234,11.000,6.371,2.349,50.673,0,49.327,3,51.493,27.172,,
g001754,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,104.448,22.594,1,
g001755,800,1600,0.501,4.000,4.000,0.000,50.125,0,49.875,1,1.000,0.000,1,1
g001756,100,4455,90.000,94.000,89.100,3.048,0.000,0,100.000,2,5.545,2.883,,
g001757,64,192,9.524,6.000,6.000,0.000,0.000,0,100.000,1,1.375,0.477,,
g001758,1151,2274,0.344,6.000,3.951,0.598,0.000,0,100.000,6,12981.686,33588.935,1,
g001761,672,363,0.161,21.000,1.080,1.688,0.000,0,100.000,12,10.677,5.232,1,
g001762,1530,471176,40.282,680.000,615.916,19.432,0.000,0,100.000,13,0.909,0.083,1,
g001763,150,11175,100.000,149.000,149.000,0.000,47.749,4,47.982,6,1001.124,8444.864,1,
g001764,256,1024,3.137,8.000,8.000,0.000,0.000,0,100.000,3,104.980,3.072,,
g001765,840,1680,0.477,4.000,4.000,0.000,0.000,0,100.000,12,28.218,8.868,1,1
g001766,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g001768,160,240,1.887,11.000,3.000,1.732,0.000,0,100.000,3,119.737,40.984,1,
g001770,80,350,11.076,19.000,8.750,3.060,0.000,0,100.000,3,114.220,36.961,,
g001771,320,640,1.254,14.000,4.000,1.922,0.000,0,100.000,3,112.834,35.815,1,
g001772,48,52,4.610,3.000,2.167,0.799,0.000,0,100.000,7,942223.923,616573.735,1,
g001773,640,40896,20.000,156.000,127.800,9.551,0.000,0,100.000,3,115.240,38.400,1,
g001774,500,112437,90.130,471.000,449.748,6.359,0.000,0,100.000,1,1.000,0.000,1,
g001775,1473,1715,0.158,4.000,2.329,0.805,0.000,0,100.000,4,181.476,140.453,1,
g001777,1250,2333,0.299,8.000,3.733,3.819,0.000,0,100.000,6,1933.991,4457.708,1,
g001778,1515,2253,0.196,70.000,2.974,3.957,0.000,0,100.000,13,0.303,0.046,1,
g001779,1000,49492,9.908,127.000,98.984,9.558,49.636,0,50.364,3,50.395,28.648,1,
g001780,250,3078,9.889,39.000,24.624,5.089,50.357,0,49.643,2,25.606,14.473,1,
g001782,1000,13500,2.703,27.000,27.000,0.000,0.000,0,100.000,1,1.100,0.300,1,
g001783,100,200,4.040,4.000,4.000,0.000,51.500,0,48.500,6,72831.340,52909.857,1,1
g001784,25,150,50.000,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001785,4104,8208,0.097,4.000,4.000,0.000,0.000,0,100.000,2,44.772,23.706,1,1
g001786,1000,9900,1.982,159.000,19.800,17.326,34.465,0,65.535,1,1.000,0.000,1,
g001787,640,1280,0.626,13.000,4.000,2.007,0.000,0,100.000,3,102.067,16.265,1,
g001788,320,1845,3.615,21.000,11.531,3.115,0.000,0,100.000,3,147.864,60.837,1,
g001789,301,452,1.001,4.000,3.003,0.758,0.000,0,100.000,7,405055.035,319574.622,1,
g001790,2189,810424,33.841,1598.000,740.451,278.637,0.000,0,100.000,12,1.443,0.706,1,
g001791,993,302865,61.492,610.000,610.000,0.000,0.000,0,100.000,2,29.511,16.148,1,
g001792,250,354,1.137,4.000,2.832,0.767,0.000,0,100.000,7,442438.692,381753.946,1,
g001793,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.125,38.264,1,
g001794,300,21633,48.234,158.000,144.220,6.198,0.000,0,100.000,1,1.000,0.000,1,
g001795,237,378,1.352,4.000,3.190,0.730,0.000,0,100.000,2,3.484,2.250,1,
g001796,3632,3399766,51.559,1980.000,1872.118,29.879,0.000,0,100.000,16,6.031,4.604,1,
g001797,160,240,1.887,10.000,3.000,1.632,0.000,0,100.000,3,112.275,32.619,1,
g001798,5102,1314826,10.104,551.000,515.416,6.122,0.000,0,100.000,1,4.000,0.000,1,
g001799,1244,1971,0.255,4.000,3.169,0.739,0.000,0,100.000,2,8.564,3.971,1,
g001800,784,78588,25.604,783.000,200.480,220.992,0.000,0,100.000,14,0.637,0.139,1,
g001801,2947,2362053,54.414,1702.000,1603.022,26.866,0.000,0,100.000,1,5.000,0.000,1,
g001802,169,280,1.972,4.000,3.314,0.636,0.000,0,100.000,2,8.571,3.954,1,
g001803,585,799,0.468,4.000,2.732,0.761,0.000,0,100.000,7,270155.919,229728.410,1,
g001804,3263,5783,0.109,4.000,3.545,0.562,0.000,0,100.000,2,8.865,3.996,1,
g001805,80,120,3.797,7.000,3.000,1.449,0.000,0,100.000,3,157.500,67.254,1,
g001806,729,1395,0.526,5.000,3.827,0.846,0.000,0,100.000,6,15275.242,35951.892,1,
g001807,45,270,27.273,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,1,
g001808,1709,2963,0.203,4.000,3.468,0.636,0.000,0,100.000,2,8.726,3.988,1,
g001809,2000,5771,0.289,14.000,5.771,6.020,0.000,0,100.000,5,1579.102,3148.929,1,
g001810,320,640,1.254,13.000,4.000,2.037,0.000,0,100.000,3,104.969,23.274,1,
g001811,80,350,11.076,18.000,8.750,2.922,0.000,0,100.000,3,123.614,46.421,,
g001812,568,14172,8.801,127.000,49.901,27.911,19.651,0,80.349,15,8.550,6.022,1,
g001813,852,115818,31.948,315.000,271.873,13.119,0.000,0,100.000,12,27.873,9.969,1,
g001814,246,356,1.181,4.000,2.894,0.719,0.000,0,100.000,7,478923.548,354567.501,1,
g001815,3902,2614340,34.350,1426.000,1340.000,22.457,0.000,0,100.000,12,13.595,2.711,1,
g001816,209,297,1.366,4.000,2.842,0.776,0.000,0,100.000,7,477811.013,410927.038,1,
g001817,1296,2592,0.309,4.000,4.000,0.000,0.000,0,100.000,12,31.605,12.868,1,1
g001818,100,475,9.596,16.000,9.500,2.844,50.526,0,49.474,3,50.815,28.246,1,
g001819,724,113997,43.556,347.000,314.909,13.032,0.000,0,100.000,16,0.089,0.168,1,
g001821,100,2475,50.000,61.000,49.500,5.013,0.000,0,100.000,2,5.521,2.906,,
g001822,272,7350,19.942,73.000,54.044,6.466,5.619,0,93.483,2,46.809,29.672,1,
g001823,80,316,10.000,14.000,7.900,2.442,47.785,0,52.215,1,1.000,0.000,,
g001824,620,131130,68.336,423.000,423.000,0.000,0.000,0,100.000,12,9.378,1.020,1,
g001825,1000,399692,80.018,847.000,799.384,12.777,16.101,0,83.899,16,20.445,14.289,1,
g001826,160,320,2.516,12.000,4.000,1.920,0.000,0,100.000,3,107.850,28.835,1,
g001827,64,576,28.571,18.000,18.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001828,160,320,2.516,12.000,4.000,1.813,0.000,0,100.000,3,133.791,51.521,1,
g001830,3175,331084,6.571,387.000,208.557,92.132,0.000,0,100.000,14,0.462,0.133,1,
g001831,200,370,1.859,4.000,3.700,0.500,0.000,0,100.000,4,862.676,423.760,1,
g001832,150,3385,30.291,62.000,45.133,5.533,49.660,0,50.340,2,25.599,14.509,,
g001833,3286,6572,0.122,4.000,4.000,0.000,2.815,0,97.185,15,25.292,13.074,1,1
g001834,40,60,7.692,3.000,3.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001835,100,1600,32.323,99.000,32.000,28.906,0.000,0,100.000,12,27.712,12.777,1,
g001836,25,60,20.000,6.000,4.800,0.980,0.000,0,100.000,1,1.000,0.000,,
g001837,1365,1456,0.156,4.000,2.133,0.622,0.000,0,100.000,5,370.870,450.524,1,
g001838,106,138,2.480,4.000,2.604,0.820,0.000,0,100.000,7,599398.333,423612.280,1,
g001839,402,695,0.862,4.000,3.458,0.602,0.000,0,100.000,2,8.925,3.987,1,
g001840,320,1845,3.615,20.000,11.531,3.415,0.000,0,100.000,3,104.296,22.205,1,
g001841,6821,7856047,33.775,2451.000,2303.488,38.979,0.000,0,100.000,1,2.000,0.000,1,
g001842,98,137,2.882,4.000,2.796,0.769,0.000,0,100.000,7,773219.453,651039.829,1,
g001843,5405,8590689,58.823,3302.000,3178.793,35.616,4.366,0,95.634,16,17.402,9.339,1,
g001844,2984,4484,0.101,4.000,3.005,0.719,0.000,0,100.000,6,126039.826,104603.632,1,
g001845,40,60,7.692,3.000,3.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001846,5096,8105,0.062,4.000,3.181,0.661,0.000,0,100.000,2,19.685,14.808,1,
g001847,815,44825,13.514,113.000,110.000,0.774,0.000,0,100.000,16,0.012,0.012,1,
g001848,1000,42487,8.506,103.000,84.974,5.161,0.000,0,100.000,15,7.389,5.937,1,
g001849,237,444,1.588,7.000,3.747,0.873,0.000,0,100.000,4,175.606,374.302,1,
g001850,1390,443025,45.892,1384.000,637.446,378.229,0.000,0,100.000,12,2.522,10.018,1,
g001851,4747,394001,3.498,188.000,166.000,6.035,0.000,0,100.000,12,39.759,12.459,1,
g001852,250,3145,10.104,42.000,25.160,4.728,48.744,0,51.256,3,50.122,28.811,1,
g001853,6516,6602342,31.105,2156.000,2026.502,37.448,77.580,0,22.420,1,1.000,0.000,,
g001854,136,1920,20.915,30.000,28.235,4.833,8.490,4,86.927,2,8.851,6.007,1,
g001855,80,160,5.063,10.000,4.000,1.739,0.000,0,100.000,3,118.338,38.693,1,
g001856,640,1280,0.626,14.000,4.000,1.901,0.000,0,100.000,3,116.687,40.240,1,
g001857,662,951,0.435,4.000,2.873,0.747,0.000,0,100.000,7,258576.738,213833.232,1,
g001858,3000,6000,0.133,4.000,4.000,0.000,0.000,0,100.000,1,1.000,0.000,1,1
g001859,250,3099,9.957,38.000,24.792,4.467,50.081,0,49.919,2,25.266,14.504,1,
g001860,77,231,7.895,6.000,6.000,0.000,0.000,0,100.000,1,1.000,0.000,1,
g001861,100,4455,90.000,96.000,89.100,3.195,0.000,0,100.000,2,5.528,2.814,,
g001862,500,2500,2.004,21.000,10.000,3.104,0.000,0,100.000,2,5.553,2.867,1,
g001863,160,812,6.384,23.000,10.150,3.268,0.000,0,100.000,3,153.862,64.017,1,
g001864,556,26946,17.465,139.000,96.928,20.403,12.544,0,87.456,1,1.000,0.000,1,
g001865,4096,24576,0.293,12.000,12.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001866,4516,2631,0.026,59.000,1.165,1.951,0.000,0,100.000,16,0.020,0.020,1,
g001867,1963,820534,42.610,836.000,836.000,0.000,0.000,0,100.000,12,69.713,15.937,1,
g001868,34,52,9.269,4.000,3.059,0.235,0.000,0,100.000,1,1.000,0.000,,
g001869,6158,12049618,63.562,4056.000,3913.484,37.732,0.000,0,100.000,12,10.010,0.792,1,
g001870,132,230,2.660,5.000,3.485,0.900,0.000,0,100.000,6,22178.096,41436.383,1,
g001871,100,495,10.000,22.000,9.900,3.103,49.293,4,46.465,2,5.388,3.022,,
g001873,400,1175,1.472,14.000,5.875,2.450,0.000,0,100.000,5,50015.845,28679.101,1,
g001874,160,240,1.887,9.000,3.000,1.827,0.000,0,100.000,3,114.342,35.102,1,
g001875,130,8385,100.000,129.000,129.000,0.000,0.000,0,100.000,16,356.224,169.919,1,
g001876,118,149,2.158,4.000,2.525,0.909,0.000,0,100.000,7,584775.215,436486.709,1,
g001878,246,468,1.553,6.000,3.805,0.866,0.000,0,100.000,4,178.812,375.443,1,
g001879,713,11242,4.429,71.000,31.534,12.404,4.723,0,95.277,15,38.450,23.981,1,
g001881,528,1017,0.731,5.000,3.852,0.932,0.000,0,100.000,6,19374.811,39496.423,1,
g001882,160,320,2.516,14.000,4.000,2.025,0.000,0,100.000,3,132.328,50.976,1,
g001883,6831,13662,0.059,11.000,4.000,1.417,0.000,0,100.000,16,29.499,2081.633,1,
g001884,320,640,1.254,15.000,4.000,1.956,0.000,0,100.000,3,105.742,24.972,1,
g001885,5056,5239486,41.001,2204.000,2072.581,34.908,0.000,0,100.000,16,0.203,0.203,1,
g001886,4000,32087,0.401,32.000,16.044,4.004,0.000,0,100.000,1,2.341,1.248,1,
g001887,4372,6091,0.064,140.000,2.786,4.320,1.888,0,98.112,14,34.207,15.413,1,
g001888,1559,1871,0.154,71.000,2.400,3.531,0.000,0,100.000,13,10.286,5.180,1,
g001889,580,144310,85.945,520.000,497.621,8.513,0.000,0,100.000,14,0.438,0.121,1,
g001890,527,35631,25.708,142.000,135.222,1.920,0.000,0,100.000,12,13.055,2.824,1,
g001891,640,1280,0.626,16.000,4.000,1.931,0.000,0,100.000,3,115.523,38.856,1,
g001892,2500,5000,0.160,16.000,4.000,2.045,0.000,0,100.000,2,5.479,2.867,1,
g001893,3300,18073,0.332,79.000,10.953,15.900,0.000,0,100.000,1,1.000,0.000,,
g001894,600,4845,2.696,29.000,16.150,3.855,0.000,0,100.000,1,2.353,1.237,1,
g001895,5349,10086,0.071,4.000,3.771,0.444,0.000,0,100.000,2,8.999,3.999,1,
g001896,9070,16595,0.040,4.000,3.659,0.524,0.000,0,100.000,2,8.893,3.998,1,
g001897,5622,5808,0.037,119.000,2.066,3.327,38.550,0,61.450,15,16.240,12.357,1,
g001899,703,1616,0.655,13.000,4.597,1.561,0.000,0,100.000,6,22466.020,41717.284,1,
g001900,320,51040,100.000,319.000,319.000,0.000,0.000,0,100.000,3,110.134,32.065,1,
g001901,705,1373,0.553,9.000,3.895,0.757,0.000,0,100.000,6,9764.474,29663.856,1,
g001902,160,812,6.384,18.000,10.150,2.971,0.000,0,100.000,3,107.910,28.988,1,
g001903,2167,2184,0.093,4.000,2.016,0.641,0.000,0,100.000,5,2914.985,1150.313,1,
g001904,250,3029,9.732,37.000,24.232,4.760,50.248,0,49.752,2,25.892,14.527,1,
g001905,250,3059,9.828,36.000,24.472,4.787,50.409,0,49.591,2,25.939,14.326,1,
g001906,30,174,40.000,18.000,11.600,2.458,52.299,0,47.701,3,52.707,28.742,,
g001907,167,231,1.667,4.000,2.766,0.854,0.000,0,100.000,7,499454.632,399045.224,1,
g001908,79,115,3.733,4.000,2.911,0.783,0.000,0,100.000,7,718548.652,577095.651,1,
g001909,2538,5076,0.158,4.000,4.000,0.000,0.000,0,100.000,14,0.091,0.011,1,1
g001910,321,540,1.051,4.000,3.364,0.617,0.000,0,100.000,3,67.270,48.116,1,
g001911,3000,6000,0.133,4.000,4.000,0.000,0.000,0,100.000,1,1.000,0.000,1,1
g001912,1689,27024,1.896,48.000,32.000,3.805,17.521,0,82.479,1,1.000,0.000,1,
g001913,3865,5635669,75.473,3000.000,2916.258,27.214,0.000,0,100.000,16,0.210,190.728,1,
g001914,320,640,1.254,10.000,4.000,1.815,0.000,0,100.000,3,110.234,31.847,1,
g001915,3080,6160,0.130,4.000,4.000,0.000,33.880,0,66.120,14,23.628,17.961,1,1
g001916,967,26738,5.725,79.000,55.301,6.978,0.000,0,100.000,16,24.073,13.885,1,
g001917,21,70,33.333,20.000,6.667,2.981,0.000,0,100.000,1,1.000,0.000,,
g001918,777,1239,0.411,4.000,3.189,0.639,0.000,0,100.000,2,8.642,3.978,1,
g001919,162,238,1.825,4.000,2.938,0.759,0.000,0,100.000,7,595039.332,499195.289,1,
g001920,313,532,1.090,4.000,3.399,0.585,0.000,0,100.000,3,68.282,49.474,1,
g001921,1000,2994,0.599,79.000,5.988,7.094,0.000,0,100.000,14,0.451,0.240,1,
g001923,3133,1699099,34.631,1205.000,1084.647,26.929,8.169,2,89.792,2,20.397,13.540,1,
g001924,6039,2315899,12.703,942.000,766.981,29.234,98.209,0,1.791,1,1.000,0.000,,
g001925,193,369,1.992,5.000,3.824,0.636,0.000,0,100.000,6,15454.596,36083.439,1,
g001926,696,45588,18.849,131.000,131.000,0.000,0.000,0,100.000,13,4.719,1.190,1,
g001927,2744,8232,0.219,6.000,6.000,0.000,50.000,0,50.000,1,1.000,0.000,1,
g001928,3000,6000,0.133,4.000,4.000,0.000,0.000,0,100.000,12,21.736,5.193,1,1
g001929,100,2475,50.000,62.000,49.500,5.364,0.000,0,100.000,1,1.000,0.000,,
g001930,150,3296,29.494,59.000,43.947,5.619,50.425,0,49.575,2,25.558,14.492,,
g001931,120,2123,29.734,48.000,35.383,4.899,50.636,0,49.364,2,25.433,14.496,,
g001932,1000,1250,0.250,10.000,2.500,1.571,0.000,0,100.000,2,5.524,2.879,1,
g001933,621,13969,7.256,542.000,44.989,74.805,0.000,0,100.000,1,1.000,0.000,,
g001934,80,316,10.000,15.000,7.900,2.755,49.051,0,50.949,1,1.000,0.000,,
g001935,648,1296,0.618,4.000,4.000,0.000,0.000,0,100.000,12,59.387,17.040,1,1
g001936,3514,4332,0.070,48.000,2.466,2.580,0.000,0,100.000,2,20.000,0.000,1,
g001937,2482,1430682,46.467,2341.000,1152.846,519.166,22.470,0,77.530,16,4.083,2.560,1,
g001938,640,4135,2.022,26.000,12.922,3.561,0.000,0,100.000,3,108.505,29.615,1,
g001939,128,448,5.512,7.000,7.000,0.000,0.000,0,100.000,1,1.000,0.000,,
g001941,80,160,5.063,11.000,4.000,1.837,0.000,0,100.000,3,145.919,59.400,1,
g001943,735,1256,0.466,4.000,3.418,0.625,0.000,0,100.000,2,8.879,3.991,1,
g001944,80,160,5.063,12.000,4.000,2.258,0.000,0,100.000,3,150.906,56.518,1,
g001945,3548,134824,2.143,85.000,76.000,2.227,0.000,0,100.000,12,23.236,9.870,1,
g001947,216,288,1.240,4.000,2.667,0.799,0.000,0,100.000,3,127.052,99.181,1,
g001949,150,8788,78.640,133.000,117.173,5.363,50.455,0,49.545,2,25.660,14.367,,
g001950,40,625,80.128,37.000,31.250,3.088,49.440,0,50.560,2,25.312,14.201,,
g001951,100,495,10.000,15.000,9.900,2.512,47.475,0,52.525,1,1.000,0.000,,
g001952,3086,2202636,46.272,3084.000,1427.502,847.744,0.000,0,100.000,12,16.705,1.040,1,
g001953,640,1280,0.626,12.000,4.000,1.973,0.000,0,100.000,3,106.155,26.300,1,
g001954,1250,2336,0.299,8.000,3.738,3.823,0.000,0,100.000,6,1921.233,5550.984,1,
g001955,572,662,0.405,4.000,2.315,0.728,0.000,0,100.000,4,184.970,216.268,1,
g001957,320,480,0.940,10.000,3.000,1.771,0.000,0,100.000,3,110.558,32.494,1,
g001958,160,2544,20.000,44.000,31.800,4.963,0.000,0,100.000,3,113.126,35.321,,
g001959,400,3292,4.125,30.000,16.460,3.941,0.000,0,100.000,1,2.354,1.238,1,
g001960,947,149739,33.429,376.000,316.239,16.837,0.000,0,100.000,12,38.472,17.029,1,
g001961,582,13968,8.262,60.000,48.000,3.892,10.001,0,89.999,1,1.000,0.000,1,
g001962,248,342,1.117,4.000,2.758,0.776,0.000,0,100.000,7,446218.801,325567.239,1,
g001963,1935,83205,4.447,97.000,86.000,2.954,6.399,0,93.601,1,1.000,0.000,1,
g001964,91,237,5.788,10.000,5.209,1.641,0.000,0,100.000,5,45228.165,26178.755,1,
g001965,807,1151,0.354,50.000,2.853,3.700,6.603,0,93.397,1,1.000,0.000,1,
g001966,1432,1431,0.140,4.000,1.999,0.784,0.000,0,100.000,1,1.024,0.162,1,
g001968,233,431,1.595,6.000,3.700,0.826,0.000,0,100.000,6,16015.114,36620.105,1,
g001969,1296,1879,0.224,4.000,2.900,0.740,0.000,0,100.000,6,191036.408,151014.945,1,
g001970,60,885,50.000,37.000,29.500,3.476,0.000,0,100.000,1,1.000,0.000,,
g001971,971,185920,39.479,429.000,382.945,14.706,0.000,0,100.000,16,0.035,0.035,1,
g001972,925,217334,50.856,517.000,469.911,15.608,0.000,0,100.000,1,8.000,0.000,1,
g001974,2894,3544349,84.668,2519.000,2449.446,19.160,10.077,0,89.923,16,13.284,8.368,1,
g001975,927,83082,19.357,219.000,179.249,12.142,3.255,1,95.072,2,28.150,17.473,1,
g001977,868,1736,0.461,4.000,4.000,0.000,0.000,0,100.000,14,0.297,0.136,1,1
g001978,908,151636,36.825,334.000,334.000,0.000,0.000,0,100.000,1,9.000,0.000,1,
g001980,200,15745,79.121,169.000,157.450,5.226,49.641,0,50.359,2,25.656,14.488,,
g001981,640,4135,2.022,27.000,12.922,3.528,0.000,0,100.000,3,150.293,61.942,1,
g001982,640,4135,2.022,26.000,12.922,3.596,0.000,0,100.000,3,148.735,61.073,1,
g001983,2715,347956,9.444,720.000,256.321,288.731,0.000,0,100.000,12,3.368,37.134,1,
g001984,250,3019,9.700,40.000,24.152,4.854,50.646,0,49.354,2,25.620,14.462,1,
g001985,945,210735,47.246,495.000,446.000,12.264,5.494,0,94.506,16,26.549,20.134,1,
g001986,80,1580,50.000,53.000,39.500,4.547,0.000,0,100.000,1,1.000,0.000,,
g001987,1000,220003,44.045,472.000,440.006,9.120,80.660,0,19.340,1,1.000,0.000,,
g001988,2414,4386,0.151,4.000,3.634,0.539,0.000,0,100.000,2,8.918,3.997,1,
g001989,1000,249826,50.015,551.000,499.652,15.799,0.000,0,100.000,1,1.000,0.000,1,
g001990,216,648,2.791,6.000,6.000,0.000,49.537,0,50.463,6,78164.471,61262.407,1,
g001991,4613,2541763,23.894,1166.000,1102.000,18.538,0.001,0,99.999,15,12.660,2.857,1,
g001992,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.137,38.247,1,
g001993,100,4455,90.000,95.000,89.100,2.834,47.228,5,47.565,2,5.293,3.061,,
g001994,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,115.127,38.249,1,
g001996,125,375,4.839,6.000,6.000,0.000,49.867,0,50.133,1,1.000,0.000,1,
g001997,2379,943206,33.345,863.000,792.943,23.032,0.000,0,100.000,12,16.692,3.518,1,
g001998,320,1845,3.615,21.000,11.531,3.460,0.000,0,100.000,3,104.494,22.083,1,
g002000,2311,1065371,39.913,984.000,922.000,18.704,1.144,0,98.856,16,38.631,17.878,1,
g002001,644,1288,0.622,4.000,4.000,0.000,0.000,0,100.000,1,8.000,0.000,,1
g002002,100,495,10.000,17.000,9.900,2.837,0.000,0,100.000,2,5.485,2.845,,
g002004,147,197,1.836,4.000,2.680,0.756,0.000,0,100.000,7,588597.411,450549.511,1,
g002005,732,1084,0.405,4.000,2.962,0.889,0.000,0,100.000,6,17735.559,46155.072,1,
g002006,3902,6767328,88.917,3535.000,3468.646,19.334,0.000,0,100.000,14,0.539,0.133,1,
g002007,128,448,5.512,7.000,7.000,0.000,0.000,0,100.000,3,104.971,3.059,,
g002008,5751,11502,0.070,4.000,4.000,0.000,0.000,0,100.000,2,7.020,2.003,1,1
g002009,150,3315,29.664,57.000,44.200,5.347,50.287,0,49.713,2,25.541,14.304,,
g002011,640,960,0.469,12.000,3.000,1.669,0.000,0,100.000,3,147.492,60.520,1,
g002012,3347,1722120,30.755,3346.000,1029.053,971.068,1.442,0,98.558,16,33.498,19.884,1,
g002013,552,1104,0.726,4.000,4.000,0.000,0.000,0,100.000,12,63.057,17.953,1,1
g002014,640,204480,100.000,639.000,639.000,0.000,0.000,0,100.000,3,102.328,17.371,1,
g002015,764,109252,37.484,293.000,286.000,1.946,0.789,0,99.211,1,1.000,0.000,,
g002016,5486,7241520,48.131,2745.000,2640.000,30.141,14.812,0,85.188,16,20.178,14.017,1,
g002017,3287,90226,1.671,68.000,54.899,3.091,0.000,0,100.000,1,8.000,0.000,1,
g002018,2000,19990,1.000,38.000,19.990,4.539,49.800,0,50.200,1,1.000,0.000,1,
