graphname clust_min clust_max clust_mean clust_stdev clust_const deg_min deg_max deg_mean deg_stdev deg_const percent_pos weight_min weight_max weight_mean weight_stdev weight_const chromatic disconnected assortativity avg_neighbor_deg_min avg_neighbor_deg_max avg_neighbor_deg_mean avg_neighbor_deg_stdev avg_neighbor_deg_const avg_deg_conn_min avg_deg_conn_max avg_deg_conn_mean avg_deg_conn_stdev avg_deg_conn_const core_min core_max core_mean core_stdev core_const mis clust_log_kurtosis deg_log_kurtosis weight_log_kurtosis avg_neighbor_deg_log_kurtosis avg_deg_conn_log_kurtosis core_log_kurtosis clust_log_abs_skew deg_log_abs_skew weight_log_abs_skew avg_neighbor_deg_log_abs_skew avg_deg_conn_log_abs_skew core_log_abs_skew clust_skew_positive deg_skew_positive weight_skew_positive avg_neighbor_deg_skew_positive avg_deg_conn_skew_positive core_skew_positive log_n log_m log_norm_ev1 log_norm_ev2 log_ev_ratio density_%_*_1000 permutation_1 permutation_2 permutation_3
g001915 0 0 0 0 1 0,00129912 0,00129912 0,00129912 0 1 0,661201 -0,812222 1 0,102449 0,246462 0 0,000649351 0 0 0,00129912 0,00129912 0,00129912 0 1 0,00129912 0,00129912 0,00129912 0 1 0,00129912 0,00129912 0,00129912 0 1 0,5 0 0 1,38325 0 0 0 0 0 0,00177406 0 0 0 1 1 1 1 1 1 8,03268 8,72583 7,55596 4,25812 3,29783 130 1081 1013 418
g001916 0,0474576 0,062987 0,0558067 0,00467309 0 0,0351967 0,0817805 0,0572473 0,00722359 0 1 0,00000308356 1 0,501537 0,289325 0 0,0206825 0 0,00442344 0,0549407 0,0611331 0,0581549 0,000952785 0 0,0569358 0,0597239 0,058139 0,000420483 0 0,0351967 0,0445135 0,0443721 0,000707734 0 0,0806618 1,07012 1,43262 1,03083 1,36486 2,09418 4,46273 0,151337 0,17452 0,00439043 0,0943002 0,536771 2,20738 0 1 0 0 1 0 6,8742 10,1938 7,28924 2,63229 4,65695 5725 2154 1106 1657
g001918 0 0 0 0 1 0,00128866 0,00515464 0,00410978 0,000823355 0 1 0,384615 1 0,664742 0,306455 0 0,00514801 0 0,261422 0,00257732 0,00515464 0,00422836 0,000557594 0 0,0036027 0,00451031 0,00420157 0,000362031 0 0,00128866 0,00257732 0,002574 0,0000652955 0 0,445302 0 1,28368 0,7092 1,55144 1,12319 5,95972 0 0,221654 0,16543 0,558067 0,631112 3,02695 1 0 1 0 0 0 6,65544 7,12206 6,17556 2,97026 3,20529 411 1327 710 2089
g001919 0 1 0,12037 0,247241 0 0,00621118 0,0248447 0,0182501 0,00471574 0 1 0,00252499 1 0,213722 0,180933 0 0,0246914 0 0,154355 0,00828157 0,0248447 0,0193109 0,00294279 0 0,0180124 0,0205745 0,0191556 0,000919104 0 0,00621118 0,0124224 0,0118473 0,00180038 0 0,450617 2,30593 1,54634 1,68939 1,77042 1,10515 2,29274 1,25999 0,555532 0,792906 0,792764 0,360809 1,33791 1 0 1 0 1 0 5,0876 5,47227 16,5896 14,5418 2,04775 1825 2058 2484 223
g001920 0 0 0 0 1 0,00641026 0,0128205 0,0108954 0,00187468 0 1 0,0206186 1 0,351969 0,256696 0 0,0127796 0 0,351515 0,00854701 0,0128205 0,0111121 0,00115558 0 0,0104167 0,0118317 0,0109272 0,000641373 0 0,00641026 0,00641026 0,00641026 0 1 0,399361 0 1,18909 1,33546 1,15106 0,916291 0 0 0,315431 0,601784 0,15329 0,524534 0 1 0 1 0 1 1 5,7462 6,27664 7,81194 5,37867 2,43327 1090 627 2568 614
g001921 0,0503083 1 0,778133 0,22613 0 0,003003 0,0790791 0,00599399 0,0071016 0 1 0,0157653 1 0,263442 0,140275 0 5 0 -0,0746628 0,00500501 0,0627294 0,0157744 0,00836466 0 0,0093056 0,0175297 0,0126971 0,00184832 0 0,003003 0,003003 0,003003 0 1 435 1,88008 3,90648 1,76772 1,80212 1,38679 0 0,881654 1,95196 0,750414 0,819446 0,454492 0 0 1 1 1 1 1 6,90776 8,00437 3,76977 0,59213 3,17764 599 705 1293 2287
g001923 0,345359 0,347753 0,346322 0,000593813 0 0,317369 0,384738 0,346311 0,00859787 0 0,897919 -0,0909091 1 0,454286 0,321251 0 0,0689435 0 0,999545 0,345785 0,347333 0,346525 0,00020687 0 0,345997 0,346963 0,346537 0,000106343 0 0,317369 0,324393 0,324379 0,000258071 0 0,00606447 1,3515 1,42865 1,02958 1,36865 2,30204 6,30439 0,509423 0,111608 0,000810044 0,00426722 0,4257 3,15726 1 1 1 0 0 0 8,04975 14,3456 7,69569 0,889839 6,80585 34631 2551 1266 576
g001925 0 0,333333 0,0537037 0,095671 0 0,0104167 0,0260417 0,0199158 0,00331128 0 1 0,00001 1 0,154546 0,361368 0 0,0207254 0 0,329459 0,0121528 0,0260417 0,0202702 0,00203163 0 0,015625 0,0216938 0,0191763 0,00236087 0 0,0104167 0,015625 0,0154631 0,000903936 0 0,404145 1,73148 1,35467 1,73278 1,72184 0,982979 3,44038 0,973537 0,0722612 1,0689 0,421434 0,378218 1,85686 1 0 1 0 0 0 5,26269 5,9108 13,5852 11896 1,68924 1992 2101 607 1474
g001926 0,179683 0,192484 0,186025 0,00296194 0 0,188489 0,188489 0,188489 0 1 1 0,0353203 1 0,537761 0,135645 0 0,0574713 0 0 0,188489 0,188489 0,188489 0 1 0,188489 0,188489 0,188489 0 1 0,188489 0,188489 0,188489 0 1 0,033046 1,35941 0 1,33638 0 0 0 0,0299304 0 0,166624 0 0 0 0 1 0 1 1 1 6,54535 10,7274 5,47897 0,361096 5,11787 18849 1788 2168 894
g001927 0 0 0 0 1 0,00218739 0,00218739 0,00218739 0 1 0,5 -1 1 0 1 0 0,000728863 0 0 0,00218739 0,00218739 0,00218739 0 1 0,00218739 0,00218739 0,00218739 0 1 0,00218739 0,00218739 0,00218739 0 1 0,5 0 0 0,693147 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 7,91717 9,01578 3,74226 0,465607 3,27665 219 1464 1406 1048
g001928 0 0 0 0 1 0,00133378 0,00133378 0,00133378 0 1 1 0,246006 1 0,727138 0,173835 0 0,000666667 0 0 0,00133378 0,00133378 0,00133378 0 1 0,00133378 0,00133378 0,00133378 0 1 0,00133378 0,00133378 0,00133378 0 1 0,5 0 0 1,23778 0 0 0 0 0 0,45025 0 0 0 1 1 0 1 1 1 8,00637 8,69951 7764 3,74695 4,01705 133 2402 2520 1538
g001932 0 0 0 0 1 0,001001 0,01001 0,0025025 0,00157256 0 1 0,1 1 0,5524 0,288635 0 4 0 -0,0468723 0,00133467 0,01001 0,00359923 0,00135424 0 0,00318096 0,00397223 0,00349045 0,000231465 0 0,001001 0,002002 0,00158458 0,000493556 0 546 0 1,82132 1,01794 1,76727 1,24894 0,748273 0 0,870829 0,0182408 0,77347 0,509701 0,290182 1 1 0 1 1 0 6,90776 7,1309 6,01561 2,9959 3,01971 250 668 2612 252
g001935 0 0 0 0 1 0,00618238 0,00618238 0,00618238 0 1 1 0,172461 1 0,499958 0,143804 0 0,00617284 0 0 0,00618238 0,00618238 0,00618238 0 1 0,00618238 0,00618238 0,00618238 0 1 0,00618238 0,00618238 0,00618238 0 1 0,481481 0 0 1,45352 0 0 0 0 0 0,482801 0 0 0 1 1 1 1 1 1 6,47389 7,16704 7,98452 4,77515 3,20937 618 794 898 1990
g001936 0 0 0 0 1 0,000284657 0,0136635 0,000701841 0,000734505 0 1 1 1 1 0 1 0,000853728 1 -0,0606592 0,000284657 0,01039 0,00134515 0,00138225 0 0,000687921 0,00264787 0,000969023 0,000381438 0 0,000284657 0,000853971 0,000445212 0,000149718 0 0,564883 0 4,79346 0 2,43919 2,6903 0,994163 0 2,30559 0 1,29607 1,45667 0,0581256 1 1 1 1 1 1 8,16451 8,37378 8,12041 5,21304 2,90737 70 1634 998 1818
g001937 0,489557 0,928309 0,672763 0,130199 0 0,0923015 0,943571 0,46467 0,209257 0 0,775302 -0,636009 1 0,275987 0,340688 0 0,268332 0 0,854197 0,46727 0,872167 0,592882 0,0889685 0 0,46727 0,871685 0,584245 0,0978072 0 0,0923015 0,311971 0,293496 0,0455316 0 0,371878 1,11269 1,25034 1,22382 1,50248 1,48993 2,27046 0,379475 0,473226 0,274013 0,687992 0,766959 1,28726 1 1 0 1 1 0 7,81682 14,1737 5,78297 0,932633 4,85033 46467 1551 2563 1528
g001938 0 0,107143 0,0227532 0,0236818 0 0,00782473 0,0406886 0,020222 0,00557223 0 1 0,265372 1 0,351148 0,0959625 0 0,0125 0 0,00126414 0,017736 0,0269953 0,0217629 0,00158876 0 0,0199857 0,0231612 0,0218743 0,000673859 0 0,00782473 0,0140845 0,0136052 0,00105339 0 0,239063 2,19972 1,43404 2,52799 1,3932 1,64674 2,38339 1,11397 0,358417 1,39171 0,2645 0,414521 1,2604 1 1 1 1 0 0 6,46147 8,32724 8,63013 5,15278 3,47735 2022 2148 214 1629
g001941 0 0,333333 0,0565079 0,0906492 0 0,0126582 0,139241 0,0506329 0,0232546 0 1 0,29085 1 0,476859 0,19643 0 0,05 0 -0,0554029 0,0405063 0,139241 0,0628446 0,0168876 0 0,0471807 0,0886076 0,0644804 0,0102213 0 0,0126582 0,0379747 0,0329114 0,00738095 0 0,4375 1,95226 1,72556 1,34124 2292 1,60284 1,46207 1,06296 0,639283 0,645558 1,09813 0,584477 0,765491 1 1 1 1 1 0 4,38203 5,07517 7,89607 6,15527 1,7408 5063 2448 1478 1442
g001943 0 0 0 0 1 0,0013624 0,00544959 0,00465625 0,000850995 0 1 0,384615 1 0,682999 0,307551 0 0,00544218 0 0,25493 0,0027248 0,00544959 0,00476654 0,000534093 0 0,00340599 0,00494296 0,00422474 0,00062932 0 0,0013624 0,0027248 0,00271923 0,0000868626 0 0,390476 0 1,33534 0,694978 1,70744 0,821054 5,49719 0 0,505733 0,0587756 0,735822 0,112615 2,80678 1 0 1 0 0 0 6,59987 7,13569 6,16155 2,91807 3,24348 466 214 160 749
g001944 0 1 0,094709 0,247431 0 0,0126582 0,151899 0,0506329 0,0285863 0 1 0,302326 1 0,50135 0,189693 0 0,05 0 -0,251125 0,0253165 0,132911 0,0709141 0,019457 0 0,05327 0,0832278 0,0645714 0,00937525 0 0,0126582 0,0379747 0,0324367 0,00821414 0 0,4875 2,56199 1,54808 1,19452 1,52207 1,17125 1,44072 1,44187 0,67486 0,439372 0,499318 0,436981 0,785406 1 1 1 1 1 0 4,38203 5,07517 7,95552 6,13918 1,81634 5063 31 1368 196
g001945 0,510443 0,678919 0,609399 0,0432766 0 0,0191711 0,0239639 0,0214266 0,000627883 0 1 0,0171854 1 0,224919 0,0955444 0 0,0109921 0 -0,00315779 0,0212273 0,0216609 0,021445 0,0000638533 0 0,021393 0,0215261 0,0214444 0,0000254628 0 0,0191711 0,0194531 0,019453 0,00000473245 0 0,0352311 1,22081 1,40313 1,63542 1,47199 2,07838 8,17386 0,183613 0,00595277 0,619905 0,152418 0,88078 4,1033 0 1 1 0 1 0 8,17414 11,8117 7,91058 3,75795 4,15262 2143 2321 1973 1566
g001947 0 0 0 0 1 0,00465116 0,0186047 0,0124031 0,0037177 0 1 0,00220751 1 0,280468 0,220946 0 0,0138889 0 0,0639302 0,00620155 0,0186047 0,0134959 0,002355 0 0,0130749 0,0142303 0,0136739 0,000448002 0 0,00465116 0,00930233 0,00835487 0,00187326 0 0,453704 0 1,37918 1,48314 1,52308 0,896616 1,42669 0 0,491404 0,686853 0,490575 0,0903262 0,904769 1 0 1 0 0 0 5,37528 5,66296 8,27484 6,09448 2,18036 1240 712 1297 1429
g001952 0,463941 0,994243 0,825511 0,220451 0 0,147164 0,999676 0,462724 0,274795 0 1 0,414574 1 0,851203 0,0530159 0 0,324368 0 0,735652 0,462492 0,915536 0,720264 0,160078 0 0,462554 0,915536 0,583245 0,144415 0 0,147164 0,32577 0,284497 0,0331706 0 0,636747 0,899904 1,00741 1,66417 0,887052 1,35674 1,2217 0,475236 0,545981 0,625007 0,470973 0,828495 0,0104853 0 1 0 0 1 1 8,03463 14,6052 7,65858 3,18414 4,47444 46272 98 2095 860
g001953 0 0 0 0 1 0,00156495 0,0187793 0,00625978 0,00308804 0 1 0,269481 1 0,344658 0,0858348 0 0,00625 0 -0,0464854 0,00312989 0,0172144 0,00790582 0,00190584 0 0,00724817 0,009034 0,00785824 0,000432762 0 0,00156495 0,00469484 0,00400773 0,000973431 0 0,451562 0 1,50038 2,69203 1,78548 1,81881 1,42129 0 0,56402 1,47777 0,633655 0,799798 0,745744 1 1 1 1 1 0 6,46147 7,15462 8,66763 5,9264 2,74123 626 1871 1674 2589
g001954 0 0,5 0,144345 0,204769 0 0 0,00640512 0,00299247 0,00306075 0 1 0,00719424 1 0,0138218 0,0399693 0 0,0048 1 0,361665 0,00420336 0,00640512 0,00607235 0,00047908 0 0,0046704 0,00621757 0,00544795 0,000636921 0 0 0,00320256 0,00159744 0,00159839 0 0,6256 0,940857 0,736302 5,71628 1,49469 0,829627 0,694502 0,54687 0,0990458 2,79233 0,801262 0,0960933 0,00298575 1 1 1 0 1 1 7,1309 7,7562 12,4213 10,9771 1,44418 299 2157 1842 1563
g001955 0 0,333333 0,015873 0,0709863 0 0,00175131 0,00700525 0,00405374 0,00127539 0 1 0,0111111 1 0,0822088 0,096969 0 0,00524476 0 0,14712 0,00233508 0,00700525 0,00441987 0,000889088 0 0,00425273 0,00523205 0,004634 0,000362815 0 0,00175131 0,00350263 0,00299744 0,000793427 0 0,48951 2,99823 1,28292 3,77325 1,24663 1,14883 1,05503 1,65795 0,0188796 1,87896 0,0767862 0,596735 0,659512 1 0 1 1 1 0 6,34914 6,49527 9,31849 8,00272 1,31577 405 195 384 1739
g001957 0 0 0 0 1 0,0031348 0,031348 0,00940439 0,00555266 0 1 0,273616 1 0,360125 0,106808 0 0,0125 0 -0,0335962 0,00470219 0,031348 0,0129556 0,00390496 0 0,0109398 0,014291 0,0127445 0,0010293 0 0,0031348 0,00626959 0,00552508 0,00133402 0 0,51875 0 1,6243 2,28261 1,66113 1,11609 1,25903 0 0,728941 1,27968 0,611074 0,210248 0,803657 1 1 1 1 0 0 5,76832 6,17379 8,3942 6,21564 2,17856 940 1117 752 1616
g001959 0,0147059 0,0888889 0,0393577 0,0186767 0 0,0175439 0,075188 0,0412531 0,0098778 0 1 0,25 1 0,588624 0,309802 0 0,0225 0 -0,0233721 0,0361618 0,0516569 0,0436749 0,00248352 0 0,0411028 0,0458289 0,0435567 0,00101883 0 0,0175439 0,0275689 0,0272619 0,00122139 0 0,1925 1,61526 1,36763 0,916266 1,39327 1,57401 3,46653 0,837859 0,22133 0,310397 0,0994049 0,0279912 1,78408 1 1 1 1 1 0 5,99146 8,09925 4,52584 0,93873 3,58711 4125 2171 1946 1598
g001960 0,410112 0,537159 0,457976 0,0265443 0 0,261099 0,397463 0,33429 0,0177983 0 1 0,132356 1 0,565762 0,250443 0 0,147835 0 0,00435086 0,327347 0,34148 0,335231 0,00194623 0 0,331619 0,337902 0,334502 0,00108024 0 0,261099 0,268499 0,268468 0,000425132 0 0,00739176 1,83914 1,97907 1,02993 1,90225 1,42157 5,41483 0,864326 0,245638 0,000839904 0,570771 0,136954 2,75039 1 0 1 0 1 0 6,8533 11,9166 7,73843 3,59395 4,14448 33429 2554 174 140
g001961 0,155556 0,254355 0,184446 0,025915 0 0,060241 0,10327 0,0826162 0,00669806 0 0,899986 -1 1 0,799971 0,600038 0 0,032646 0 -0,00388258 0,0805378 0,0862693 0,083162 0,000935415 0 0,0828358 0,0849111 0,0833711 0,000485459 0 0,060241 0,0688468 0,0687936 0,000559242 0 0,0790378 1,67839 1,43361 2,20934 1,37402 1,82039 5,02506 0,876998 0,159715 1,29921 0,12172 0,976338 2,54437 1 1 0 1 1 0 6,36647 9,54452 3,61951 -0,155076 3,77458 8262 743 1484 2514
g001962 0 1 0,0925926 0,243573 0 0,00404858 0,0161943 0,0111663 0,00314322 0 1 0,000825005 1 0,300027 0,220818 0 0,0120968 0 0,149286 0,00539811 0,0161943 0,0119539 0,00197271 0 0,0115674 0,0130273 0,0120253 0,000592344 0 0,00404858 0,00809717 0,00750947 0,00142617 0 0,451613 2,47016 1,44224 1,3441 1,5411 1,16249 1,8015 1,36963 0,493204 0,528621 0,516478 0,695675 1,10347 1 0 1 0 1 0 5,51343 5,83481 16,4968 14,2147 2,28214 1117 2121 333 1052
g001963 0,468057 0,604482 0,534748 0,0335932 0 0,0387797 0,0501551 0,0444674 0,00152718 0 0,936013 -1 1 0,872027 0,489458 0 0,0206718 0 -0,00347088 0,0440489 0,0449845 0,0445201 0,000161176 0 0,0443516 0,044558 0,0445049 0,0000431392 0 0,0387797 0,0398139 0,0398131 0,0000262716 0 0,0351421 1,3258 1,44049 2,68762 1,31685 2,13183 7,18154 0,168505 0,0861952 1,51803 0,209395 1,0763 3,59369 1 1 0 0 0 0 7,56786 11,3291 4,31947 0,412972 3,9065 4447 829 1643 1592
g001964 0 0,0357143 0,00238095 0,00890871 0 0,0333333 0,111111 0,0578755 0,0182326 0 1 0,00119048 1 0,452463 0,265681 0 0,0549451 0 -0,00400895 0,04 0,0851852 0,0636448 0,00848186 0 0,0577778 0,0666667 0,0633425 0,00248353 0 0,0333333 0,0333333 0,0333333 0 1 0,318681 2,64415 1,30241 1,1283 1,49154 1,52802 0 1,49837 0,499773 0,212076 0,145264 0,728824 0 1 1 1 0 0 1 4,51086 5,46806 13,6313 11,3339 2,29747 5788 1300 1505 2329
g001965 0 1 0,358335 0,39526 0 0 0,0620347 0,00353913 0,00459008 0 0,93397 -1 1 0,867941 0,496667 0 0,00495663 1 -0,074199 0,00124069 0,0620347 0,0101191 0,00889272 0 0,00508685 0,0107231 0,00852288 0,00164448 0 0 0,00372208 0,00207244 0,000980804 0 0,604709 0,987991 4,16007 2,65433 2,40139 1,18596 1,30233 0,453749 2,00318 1,50298 1,21629 0,388247 0,220596 1 1 0 1 0 0 6,69332 7,04839 4,37238 1,8174 2,55498 354 197 206 113
g001966 0 0 0 0 1 0,000698812 0,00279525 0,00139665 0,000547809 0 1 0,333333 1 0,341253 0,0551644 0 0,00209497 0 -0,229279 0,000931749 0,00279525 0,00167021 0,000394686 0 0,00142542 0,00191337 0,00161606 0,000184727 0 0,000698812 0,000698812 0,000698812 0 1 0,52514 0 1,2827 4,20952 1,52974 1,09556 0 0 0,325802 2,14985 0,624741 0,540589 0 1 1 1 1 1 1 7,26683 7,26613 4,39967 1,2508 3,14887 140 2541 377 49
g001968 0 0,333333 0,0333333 0,0846197 0 0,00431034 0,0258621 0,0159464 0,00356034 0 1 0,00001 1 0,160151 0,366667 0 0,0171674 0 0,0873001 0,00862069 0,0215517 0,0166701 0,00191939 0 0,00862069 0,0186782 0,0158279 0,00330513 0 0,00431034 0,012931 0,0114881 0,00211103 0 0,407725 2,31851 1,33264 1,69322 1,66058 1,58423 1,2165 1,29996 0,0329914 1,04869 0,235169 0,950432 0,651342 1 0 1 0 0 0 5,45104 6,06611 13,7002 12028 1,67215 1595 2156 1010 2330
g001969 0 0,333333 0,0694444 0,135372 0 0,000772201 0,0030888 0,00223914 0,000571135 0 1 0,000286364 1 0,212039 0,168058 0 0,00308642 0 0,194109 0,0010296 0,0030888 0,00236263 0,000365403 0 0,00219394 0,0025495 0,00234972 0,000129482 0 0,000772201 0,0015444 0,00147826 0,000216096 0 0,429784 1,40196 1,56189 1,59543 1,6353 1,08102 2,3767 0,890509 0,548743 0,708434 0,511528 0,382431 1,37657 1 0 1 0 1 0 7,16704 7,53849 16,5207 13774 2,74661 224 2221 1562 2276
g001971 0,39225 0,39848 0,395346 0,0016524 0 0,346392 0,442268 0,394789 0,0151607 0 1 0,000000222572 1 0,0721316 0,0720483 0 0,0957775 0 -0,00299355 0,393594 0,397358 0,395373 0,000624933 0 0,394458 0,396243 0,395379 0,000294114 0 0,346392 0,358763 0,358724 0,000501297 0 0,0123584 1,19507 1,33194 2,30195 1,34302 1,82586 6,02171 0,161053 0,0628177 1,09638 0,0437927 0,305394 2,98018 0 1 1 1 0 0 6,87833 12,1331 0,753396 -4,77926 5,53266 39479 2570 1838 2630
g001972 0,505266 0,510517 0,508699 0,00126944 0 0,462121 0,559524 0,508562 0,0168918 0 1 1 1 1 0 1 0,126486 0 -0,00501903 0,507594 0,511205 0,509126 0,000570237 0 0,508245 0,509977 0,509096 0,000318844 0 0,462121 0,468615 0,468578 0,000420979 0 0,0108108 1,50796 1,3584 0 1,34241 1,69429 5,34512 0,500469 0,0524845 0 0,121417 0,0265874 2,71378 0 1 1 1 1 0 6,82979 12,2892 6,15459 -0,0334346 6,18802 50856 2111 1929 546
g001974 0,846532 0,846882 0,846693 0,000117757 0 0,820256 0,870722 0,84668 0,00662288 0 0,89923 -0,612711 1 0,197922 0,15508 0 0,234278 0 0,999937 0,846548 0,846945 0,846732 0,0000517733 0 0,846574 0,846802 0,846728 0,0000293171 0 0,820256 0,826132 0,826128 0,000116314 0 0,00172771 0,91222 1,39409 1,38617 1,36911 2,39234 7,72227 0,151012 0,0440418 0,000653383 0,00828857 0,970683 3,84192 1 0 1 0 0 0 7,97039 15,0809 7,17403 -0,207563 7,38159 84668 2391 1894 898
g001975 0,189611 0,199443 0,195091 0,0027211 0 0,155508 0,236501 0,193574 0,0131127 0 0,950723 -0,0344828 1 0,483682 0,303937 0 0,0517799 0 0,0056154 0,191803 0,197295 0,194457 0,000884774 0 0,192902 0,196179 0,194482 0,00049015 0 0,155508 0,165227 0,165149 0,00065031 0 0,0280475 1,11299 1,37782 1,02953 1,32219 1,90234 4,85999 0,174459 0,0805103 0,00210234 0,0746284 0,188198 2,45695 0 1 0 0 1 0 6,83195 11,3276 7,41312 2,14989 5,26323 19357 228 2554 570
g001977 0 0 0 0 1 0,00461361 0,00461361 0,00461361 0 1 1 0,0227909 1 0,39366 0,179872 0 0,00460829 0 0 0,00461361 0,00461361 0,00461361 0 1 0,00461361 0,00461361 0,00461361 0 1 0,00461361 0,00461361 0,00461361 0 1 0,483871 0 0 1,3443 0 0 0 0 0 0,385894 0 0 0 1 1 1 1 1 1 6,76619 7,45934 2,85337 -0,394295 3,24766 461 426 1595 1817
g001978 0,36473 0,369243 0,366595 0,00127137 0 0,368247 0,368247 0,368247 0 1 1 1 1 1 0 1 0,0947137 0 0 0,368247 0,368247 0,368247 0 1 0,368247 0,368247 0,368247 0 1 0,368247 0,368247 0,368247 0 1 0,0143172 1,1765 0 0 0 0 0 0,261149 0 0 0 0 0 1 1 1 1 1 1 6,81124 11,9292 6,26224 0,367475 5,89477 36825 1150 314 52
g001981 0 0,047619 0,0136267 0,013214 0 0,00625978 0,0422535 0,020222 0,00552118 0 1 0,274194 1 0,484815 0,19992 0 0,0125 0 -0,0158442 0,0169014 0,0270512 0,0217603 0,00165527 0 0,0210398 0,0231481 0,0218388 0,000487711 0 0,00625978 0,0140845 0,013637 0,000918934 0 0,226562 1,38997 1,47167 1,29477 1,42686 1,7668 2,56666 0,603384 0,424893 0,587837 0,13441 0,84481 1,2589 1 1 1 1 1 0 6,46147 8,32724 8,97704 5,46337 3,51367 2022 428 895 453
g001982 0 0,0545455 0,0217276 0,0166776 0 0,00782473 0,0406886 0,020222 0,00562826 0 1 0,267516 1 0,473679 0,194617 0 0,0125 0 -0,0111487 0,0172144 0,0286907 0,0218078 0,00166638 0 0,0204647 0,0227856 0,0217893 0,000513708 0 0,00782473 0,0140845 0,0136566 0,00104824 0 0,232813 1,12395 1,47721 1,31544 1,36781 1,5683 2,68025 275 0,407625 0,606702 0,154823 0,164268 1,40604 1 1 1 1 0 0 6,46147 8,32724 8,96047 5,44526 3,5152 2022 588 1374 2470
g001983 0,283654 0,545353 0,41058 0,0778914 0 0,0121592 0,265291 0,0944441 0,106386 0 1 0,0000558483 1 0,000188108 0,0020739 0 0,0581952 0 0,144323 0,134783 0,227964 0,19686 0,0190861 0 0,17343 0,225213 0,206711 0,0162776 0 0,0121592 0,202653 0,0777248 0,0861492 0 0,131492 1,17744 0,950834 11,9751 1,06345 0,904203 0,94716 0,232675 0,566637 5,85911 0,138413 0,44042 0,565453 1 1 1 0 0 1 7,90655 12,7598 6,31438 4,61267 1,70172 9444 879 462 1078
g001984 0,0583333 0,133333 0,0999776 0,0202159 0 0,0441767 0,160643 0,096996 0,0194938 0 0,493541 -1 1 -0,00577675 0,58857 0 44 0 0,0163067 0,0895009 0,11245 0,100856 0,0039013 0 0,0956553 0,105599 0,100892 0,00202009 0 0,0441767 0,0682731 0,0676145 0,00285424 0 152 1,23982 1,36637 1,02326 1,42087 1,63397 3,57828 0,0442654 0,0974094 0,0132893 0,23567 0,17372 1,85132 0 1 1 0 0 0 5,52146 8,01268 5,24295 3,24573 1,99722 9700 1845 77 340
g001985 0,470837 0,47487 0,472752 0,00120091 0 0,429025 0,524364 0,472458 0,012991 0 0,945059 -0,0591381 1 0,314207 0,242777 0 0,11746 0 -0,00081948 0,471468 0,474354 0,472815 0,000433788 0 0,472092 0,473772 0,472835 0,000229621 0 0,429025 0,438559 0,438507 0,000521086 0 0,0116402 1,07641 1,47354 1,22313 1,37452 2,11212 5,20057 0,0855862 0,00399222 0,442438 0,00109426 0,190658 2,60187 1 1 1 1 1 0 6,85118 12,2584 7,35876 1,70907 5,64968 47246 618 903 1302
g001988 0 0 0 0 1 0,000414422 0,00165769 0,00150593 0,000223527 0 1 0,384615 1 0,685994 0,307628 0 0,001657 0 0,472816 0,000828844 0,00165769 0,00152334 0,000154756 0 0,00116357 0,00159451 0,00135114 0,000164894 0 0,000414422 0,000828844 0,0008285 0,0000119236 0 0,43662 0 1,49727 0,693989 1,65292 0,975778 7,09507 0 0,760947 0,0402282 0,774546 0,317541 3,57511 1 0 1 0 1 0 7,78904 8,38617 6,76994 2,89146 3,87848 151 908 2210 544
g001989 0,498518 0,502367 0,500501 0,000880261 0 0,447447 0,551552 0,500152 0,0158153 0 1 1 1 1 0 1 121 0 -0,0027059 0,499046 0,502345 0,500654 0,00048445 0 0,49954 0,501496 0,500673 0,000294859 0 0,447447 0,459459 0,459375 0,000808858 0 9 1,39381 1,44427 0 1,34981 1,89718 5,05556 0,14526 0,0710855 0 0,0216792 0,0454814 2,55903 1 0 1 1 0 0 6,90776 12,4285 4,11537 -2,14204 6,25742 50015 1162 1525 1101
g001990 0 0 0 0 1 0,027907 0,027907 0,027907 0 1 0,50463 -0,769091 1 0,0119413 0,265153 0 0,00925926 0 0 0,027907 0,027907 0,027907 0 1 0,027907 0,027907 0,027907 0 1 0,027907 0,027907 0,027907 0 1 0,5 0 0 1,4633 0 0 0 0 0 0,261979 0 0 0 1 1 1 1 1 1 5,37528 6,47389 14014 12,1258 1,88819 2791 1295 902 1866
g001991 0,29249 0,308967 0,299689 0,00406554 0 0,226583 0,252819 0,238942 0,00401949 0 0,999995 -0,0632182 1 0,461388 0,104121 0 0,0494255 0 0,999518 0,238652 0,239344 0,23901 0,0000988494 0 0,238886 0,239151 0,239016 0,0000411239 0 0,226583 0,228101 0,228099 0,0000398195 0 0,00541947 1,39422 1,36303 1,38646 1,37254 1,83792 6,69373 0,344329 0,0933108 0,00175472 0,0500829 0,402316 3,31722 1 1 1 1 1 0 8,43663 14,7484 7,43527 2,42048 5,01479 23894 658 1376 2631
g001992 1 1 1 0 1 1 1 1 0 1 1 0,245223 1 0,366678 0,121809 0 1 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0,0015625 0 0 2,05279 0 0 0 0 0 1,15156 0 0 0 1 1 1 1 1 1 6,46147 12,2282 8,65506 2,75451 5,90055 100000 372 2204 2459
